step|id|lat|lon|g|h|name
430|309287722|41.3867593|2.0157081|18.7707964|818.8864435|
431|309287723|41.3867012|2.0156360|18.7796235|818.8779913|
432|309287724|41.3866776|2.0155419|18.7879009|818.8698889|
433|618289584|41.3867333|2.0154140|18.8002383|818.8637990|
434|618289583|41.3868465|2.0153190|18.8151128|818.8633040|
435|618289587|41.3873237|2.0150075|18.8741968|818.8676297|
436|618289585|41.3877062|2.0147492|18.9218761|818.8704797|
437|618289592|41.3889573|2.0139349|19.0766921|818.8820234|
438|618289591|41.3896085|2.0135789|19.1549558|818.8929303|
439|1506366660|41.3896820|2.0135491|19.1634984|818.8949094|
440|1506366725|41.3897495|2.0135217|19.1713444|818.8967247|
441|1506366723|41.3897932|2.0133422|19.1870873|818.8862509|
442|1506366703|41.3898493|2.0132607|19.1963143|818.8835306|
443|1506366668|41.3899718|2.0131903|19.2111478|818.8853369|
